model_name,query_id,query_text,rank,retrieved_doc_id_internal,retrieved_original_ticket_id,retrieved_subject,score,is_self_retrieval
paraphrase-multilingual-mpnet-base-v2,1372,Persistent login problem despite cache clearing,3,1838,1838,Encountered Login Problems,0.82949275,False
paraphrase-multilingual-mpnet-base-v2,1479,Data analytics disruption after server crash,1,1127,1127,Problem with data analytics platform,0.8208115,False
paraphrase-multilingual-mpnet-base-v2,1479,Data analytics disruption after server crash,2,1479,1479,Support Request: Data Analytics Disruption,0.8191712,True
paraphrase-multilingual-mpnet-base-v2,1479,Data analytics disruption after server crash,3,515,515,Problem with data analytics platform causing a crash,0.8012556,False
paraphrase-multilingual-mpnet-base-v2,1541,ClickUp integration causing project management delays,1,1541,1541,Problem with ClickUp Integration,0.8359413,True
paraphrase-multilingual-mpnet-base-v2,1541,ClickUp integration causing project management delays,2,8428,8428,Problem with ClickUp Data Access,0.7643434,False
paraphrase-multilingual-mpnet-base-v2,1541,ClickUp integration causing project management delays,3,4361,4361,Problem with ClickUp and GitLab Integration,0.7629489,False
paraphrase-multilingual-mpnet-base-v2,1754,HubSpot CRM integration compatibility issues,1,3701,3701,Problem with HubSpot CRM Integration Today,0.84527063,False
paraphrase-multilingual-mpnet-base-v2,1754,HubSpot CRM integration compatibility issues,2,1754,1754,Problem with HubSpot Integration,0.83240306,True
paraphrase-multilingual-mpnet-base-v2,1754,HubSpot CRM integration compatibility issues,3,2263,2263,HubSpot CRM Integration,0.78589,False
paraphrase-multilingual-mpnet-base-v2,1764,Investment optimization tools malfunctioning post-update,1,2781,2781,Investment Tool Malfunction,0.83539736,False
paraphrase-multilingual-mpnet-base-v2,1764,Investment optimization tools malfunctioning post-update,2,1237,1237,Concern Regarding Investment Optimization Tools,0.83259034,False
paraphrase-multilingual-mpnet-base-v2,1764,Investment optimization tools malfunctioning post-update,3,3622,3622,Problem with Investment Optimization,0.82202095,False
paraphrase-multilingual-mpnet-base-v2,1838,Login problems possibly due to outdated credentials,1,4736,4736,Report on Login Problems,0.78059006,False
paraphrase-multilingual-mpnet-base-v2,1838,Login problems possibly due to outdated credentials,2,7235,7235,Secure Login Issues Occurred Due to Outdated Software,0.7709595,False
paraphrase-multilingual-mpnet-base-v2,1838,Login problems possibly due to outdated credentials,3,1376,1376,Problem with Login After Recent Updates,0.74386233,False
paraphrase-multilingual-mpnet-base-v2,1864,Inquiry about secure medical data storage updates,1,7563,7563,Guidance on Secure Medical Data Systems,0.8672081,False
paraphrase-multilingual-mpnet-base-v2,1864,Inquiry about secure medical data storage updates,2,1036,1036,Secure Storage Solutions for Medical Records,0.8659923,False
paraphrase-multilingual-mpnet-base-v2,1864,Inquiry about secure medical data storage updates,3,1217,1217,Secure medical data management systems,0.86573035,False
paraphrase-multilingual-mpnet-base-v2,1904,Request for investment optimization analytics services info,1,10881,10881,Inquiry About Data Analytics Solutions for Investment Strategies Optimization,0.8870114,False
paraphrase-multilingual-mpnet-base-v2,1904,Request for investment optimization analytics services info,2,1791,1791,Inquiry on Data Analytics Solutions for Investment Strategy Optimization,0.8842077,False
paraphrase-multilingual-mpnet-base-v2,1904,Request for investment optimization analytics services info,3,1904,1904,Investment Data Analytics Services,0.8836742,True
paraphrase-multilingual-mpnet-base-v2,1907,Magento 2.4 integration assistance for digital marketing,1,7476,7476,Combine Repeater with Magento,0.8157909,False
paraphrase-multilingual-mpnet-base-v2,1907,Magento 2.4 integration assistance for digital marketing,2,1907,1907,Support Required for Magento Integration,0.7587634,True
paraphrase-multilingual-mpnet-base-v2,1907,Magento 2.4 integration assistance for digital marketing,3,6341,6341,Support Needed for Optimized Mailchimp Magento 2.4 Integration,0.7384882,False
paraphrase-multilingual-mpnet-base-v2,1946,Keras integration documentation request for project management SaaS,1,1946,1946,Support for Integrating Keras,0.7922567,True
paraphrase-multilingual-mpnet-base-v2,1946,Keras integration documentation request for project management SaaS,2,1382,1382,Support for Integrating Keras with Project Management SaaS,0.77396727,False
paraphrase-multilingual-mpnet-base-v2,1946,Keras integration documentation request for project management SaaS,3,7053,7053,Technical Support for Keras Integration,0.7567029,False
paraphrase-multilingual-mpnet-base-v2,1970,Security best practices for medical data with RapidMiner and AWS,1,1970,1970,Security Practices,0.9417812,True
paraphrase-multilingual-mpnet-base-v2,1970,Security best practices for medical data with RapidMiner and AWS,2,2770,2770,Security Measures for Medical Data in RapidMiner and AWS Integration,0.8824346,False
paraphrase-multilingual-mpnet-base-v2,1970,Security best practices for medical data with RapidMiner and AWS,3,1217,1217,Secure medical data management systems,0.8339904,False
paraphrase-multilingual-mpnet-base-v2,1984,Investment model producing suboptimal recommendations due to outdated data,1,3263,3263,Detected Inaccurate Investment Projections,0.8607371,False
paraphrase-multilingual-mpnet-base-v2,1984,Investment model producing suboptimal recommendations due to outdated data,2,3781,3781,Problem with Investment Predictions,0.854543,False
paraphrase-multilingual-mpnet-base-v2,1984,Investment model producing suboptimal recommendations due to outdated data,3,5720,5720,Detected Unreliable Investment Forecasts,0.8515847,False
paraphrase-multilingual-mpnet-base-v2,2001,Campaign data vanished after Node.js update,1,4745,4745,Missing Campaign Information Following Node.js Update,0.80697083,False
paraphrase-multilingual-mpnet-base-v2,2001,Campaign data vanished after Node.js update,2,95,95,Unintended Loss of Campaign Data Following Node.js Update,0.8005655,False
paraphrase-multilingual-mpnet-base-v2,2001,Campaign data vanished after Node.js update,3,6689,6689,Issue with Campaign Data After Node Update,0.76127315,False
paraphrase-multilingual-mpnet-base-v2,2040,Request for advanced data visualization tool upgrades,1,2040,2040,Request for Advanced Data Visualization Tool Upgrades,0.89561605,True
paraphrase-multilingual-mpnet-base-v2,2040,Request for advanced data visualization tool upgrades,2,8279,8279,Enhancement Request for Advanced Data Visualization Tools,0.8915137,False
paraphrase-multilingual-mpnet-base-v2,2040,Request for advanced data visualization tool upgrades,3,223,223,Request for Implementation of Advanced Data Visualization Tool,0.7572557,False
paraphrase-multilingual-mpnet-base-v2,2164,Connectivity problems with project management SaaS solution,1,2164,2164,Concerns Regarding Project Management SaaS Solution,0.8895761,True
paraphrase-multilingual-mpnet-base-v2,2164,Connectivity problems with project management SaaS solution,2,10614,10614,Problem with Connectivity of SaaS Project Management Tools,0.87615347,False
paraphrase-multilingual-mpnet-base-v2,2164,Connectivity problems with project management SaaS solution,3,432,432,Connectivity Challenges in Project Management SaaS,0.87180305,False
paraphrase-multilingual-mpnet-base-v2,2187,Ad campaign underperformance due to targeting errors,1,3105,3105,Ad Campaign Performance,0.87732166,False
paraphrase-multilingual-mpnet-base-v2,2187,Ad campaign underperformance due to targeting errors,2,2187,2187,Problem with Ad Campaign,0.87162745,True
paraphrase-multilingual-mpnet-base-v2,2187,Ad campaign underperformance due to targeting errors,3,8308,8308,Campaign Support,0.8514713,False
paraphrase-multilingual-mpnet-base-v2,2204,Login difficulties following system update,1,9298,9298,Problem with login system for account,0.88976926,False
paraphrase-multilingual-mpnet-base-v2,2204,Login difficulties following system update,2,10664,10664,Problem with Login System for Account,0.88216734,False
paraphrase-multilingual-mpnet-base-v2,2204,Login difficulties following system update,3,4493,4493,Problem with Login Access After Recent System Updates,0.8810398,False
paraphrase-multilingual-mpnet-base-v2,2546,Billing problem with subscription renewal,1,2546,2546,Renewal Subscription Issue,0.8950026,True
paraphrase-multilingual-mpnet-base-v2,2546,Billing problem with subscription renewal,2,10422,10422,Problem with Subscription Renewal Payment,0.8629581,False
paraphrase-multilingual-mpnet-base-v2,2546,Billing problem with subscription renewal,3,4546,4546,Concerns Regarding Subscription Billing Services,0.8573425,False
paraphrase-multilingual-mpnet-base-v2,2597,Security measures recommendation for hospital patient data,1,4098,4098,Ensuring Medical Data Security in Hospitals,0.89159346,False
paraphrase-multilingual-mpnet-base-v2,2597,Security measures recommendation for hospital patient data,2,7135,7135,Concerns Regarding Hospital Data Security,0.8867995,False
paraphrase-multilingual-mpnet-base-v2,2597,Security measures recommendation for hospital patient data,3,10016,10016,Protecting Medical Information in Hospitals,0.8828949,False
paraphrase-multilingual-mpnet-base-v2,2715,Decline in brand engagement despite digital strategies,1,2190,2190,Decline in Digital Brand Engagement Observed,0.93417346,False
paraphrase-multilingual-mpnet-base-v2,2715,Decline in brand engagement despite digital strategies,2,9169,9169,Address Decrease in Brand Engagement Amidst Utilized Digital Strategies,0.8832644,False
paraphrase-multilingual-mpnet-base-v2,2715,Decline in brand engagement despite digital strategies,3,3473,3473,Problem with Decline in Digital Engagement,0.8792831,False
paraphrase-multilingual-mpnet-base-v2,2784,Data analytics dashboard unexpected crash,1,10254,10254,Data analytics dashboard encountered an unexpected crash during the night for unclear reasons,0.855345,False
paraphrase-multilingual-mpnet-base-v2,2784,Data analytics dashboard unexpected crash,2,6263,6263,Report on Crash,0.82773167,False
paraphrase-multilingual-mpnet-base-v2,2784,Data analytics dashboard unexpected crash,3,8936,8936,Unexpected Crash of the Data Analytics Platform,0.8182807,False
paraphrase-multilingual-mpnet-base-v2,2915,Client engagement rates decrease in marketing agency,1,6271,6271,Decrease in Client Engagement Rates Observed,0.871894,False
paraphrase-multilingual-mpnet-base-v2,2915,Client engagement rates decrease in marketing agency,2,2915,2915,Notice of Reduction in Client Engagement Rates,0.87114453,True
paraphrase-multilingual-mpnet-base-v2,2915,Client engagement rates decrease in marketing agency,3,3066,3066,Reduction in Client Engagement Metrics,0.8632182,False
paraphrase-multilingual-mpnet-base-v2,3006,Digital brand growth strategies inquiry,1,885,885,Strategies for Brand Growth,0.92169994,False
paraphrase-multilingual-mpnet-base-v2,3006,Digital brand growth strategies inquiry,2,3132,3132,Expanding Digital Brand Influence,0.9186873,False
paraphrase-multilingual-mpnet-base-v2,3006,Digital brand growth strategies inquiry,3,6910,6910,Strategies for Expanding a Digital Brand,0.9082552,False
paraphrase-multilingual-mpnet-base-v2,3035,Request for SaaS platform integration enhancements,1,5148,5148,Problem with SaaS Platform Integration,0.89430875,False
paraphrase-multilingual-mpnet-base-v2,3035,Request for SaaS platform integration enhancements,2,8047,8047,Request for Updating SaaS Integration,0.83149445,False
paraphrase-multilingual-mpnet-base-v2,3035,Request for SaaS platform integration enhancements,3,8188,8188,Assistance with SaaS Project,0.824186,False
paraphrase-multilingual-mpnet-base-v2,3157,Router connection issues affecting multiple applications,1,3157,3157,Problems with Router Connection,0.9023191,True
paraphrase-multilingual-mpnet-base-v2,3157,Router connection issues affecting multiple applications,2,2706,2706,Router Connectivity Problems,0.89199674,False
paraphrase-multilingual-mpnet-base-v2,3157,Router connection issues affecting multiple applications,3,7305,7305,Trouble with Network Connections,0.7337961,False
paraphrase-multilingual-mpnet-base-v2,3337,Multiple integrations failing after Docker updates,1,461,461,Problem with Docker Update,0.76026535,False
paraphrase-multilingual-mpnet-base-v2,3337,Multiple integrations failing after Docker updates,2,5612,5612,Multiple Integrations Have Failed Post Recent Updates,0.7443217,False
paraphrase-multilingual-mpnet-base-v2,3337,Multiple integrations failing after Docker updates,3,10769,10769,Encountered Issues with Multiple Integrations,0.73432785,False
paraphrase-multilingual-mpnet-base-v2,3389,Campaign metrics not updating due to API issues,1,6891,6891,Campaign metrics failing to track because of API integration problem. Have reviewed dashboard configurations.,0.85473746,False
paraphrase-multilingual-mpnet-base-v2,3389,Campaign metrics not updating due to API issues,2,4066,4066,Problem with Campaign Metrics Tracking Due to API Integration Issue,0.84860384,False
paraphrase-multilingual-mpnet-base-v2,3389,Campaign metrics not updating due to API issues,3,3389,3389,Issue with Campaign Metrics Not Updating,0.8335918,True
paraphrase-multilingual-mpnet-base-v2,3477,Recurring access problems with SaaS application,1,7954,7954,Problem with SaaS Project Management Tool Access,0.8026421,False
paraphrase-multilingual-mpnet-base-v2,3477,Recurring access problems with SaaS application,2,3477,3477,Request for SaaS Project Management Access Assistance,0.7744901,True
paraphrase-multilingual-mpnet-base-v2,3477,Recurring access problems with SaaS application,3,10614,10614,Problem with Connectivity of SaaS Project Management Tools,0.74518174,False
paraphrase-multilingual-mpnet-base-v2,3614,Securing medical data in hospital IT systems inquiry,1,4098,4098,Ensuring Medical Data Security in Hospitals,0.8526333,False
paraphrase-multilingual-mpnet-base-v2,3614,Securing medical data in hospital IT systems inquiry,2,747,747,Request for Information on Securing Medical Data in Hospital IT Systems,0.85044825,False
paraphrase-multilingual-mpnet-base-v2,3614,Securing medical data in hospital IT systems inquiry,3,5779,5779,Seeking Advice on Securing Medical Data in Hospital Systems,0.85028774,False
paraphrase-multilingual-mpnet-base-v2,3799,Project data vanished after DocuSign integration,1,3799,3799,Concern About Project Data After DocuSign Integration,0.8569175,True
paraphrase-multilingual-mpnet-base-v2,3799,Project data vanished after DocuSign integration,2,4994,4994,Problem with Project Data after DocuSign Integration,0.8484477,False
paraphrase-multilingual-mpnet-base-v2,3799,Project data vanished after DocuSign integration,3,5391,5391,Project Problem,0.8008291,False
paraphrase-multilingual-mpnet-base-v2,3861,Medical records exposed in data breach from insecure plugin,1,3861,3861,Medical Records Exposed in Data Breach,0.95277995,True
paraphrase-multilingual-mpnet-base-v2,3861,Medical records exposed in data breach from insecure plugin,2,3698,3698,Medical Records Compromised Through Data Breach,0.93608797,False
paraphrase-multilingual-mpnet-base-v2,3861,Medical records exposed in data breach from insecure plugin,3,5769,5769,Assistance Required for Data Breach,0.80455375,False
paraphrase-multilingual-mpnet-base-v2,3865,Service outages in digital marketing tools,1,3865,3865,Facing Service Interruptions in Digital Marketing Software,0.7811144,True
paraphrase-multilingual-mpnet-base-v2,3865,Service outages in digital marketing tools,2,5619,5619,Issue with Service Downtime,0.76950985,False
paraphrase-multilingual-mpnet-base-v2,3865,Service outages in digital marketing tools,3,10742,10742,Concern Regarding Service Interruption and Its Impact on Digital Marketing,0.7608791,False
paraphrase-multilingual-mpnet-base-v2,3991,Unexpected billing error affecting multiple products,1,5569,5569,Billing Inaccuracy Across Multiple Products,0.8256703,False
paraphrase-multilingual-mpnet-base-v2,3991,Unexpected billing error affecting multiple products,2,8734,8734,Encountering Unusual Billing Errors Across Several Products,0.817883,False
paraphrase-multilingual-mpnet-base-v2,3991,Unexpected billing error affecting multiple products,3,3877,3877,Issue with Billing Process,0.8005582,False
paraphrase-multilingual-mpnet-base-v2,4056,Healthcare provider security breaches from outdated software,1,2105,2105,Detected Security Breaches in Healthcare Provider Systems Due to Outdated Software Vulnerabilities,0.84459245,False
paraphrase-multilingual-mpnet-base-v2,4056,Healthcare provider security breaches from outdated software,2,8287,8287,Problem with Data Security Breach,0.83983207,False
paraphrase-multilingual-mpnet-base-v2,4056,Healthcare provider security breaches from outdated software,3,2060,2060,Hospital Systems Security Breach Reported,0.81785846,False
paraphrase-multilingual-mpnet-base-v2,4207,Payment options inquiry for subscription plans,1,2975,2975,Payment Options Inquiry,0.9019151,False
paraphrase-multilingual-mpnet-base-v2,4207,Payment options inquiry for subscription plans,2,622,622,Available Payment Methods,0.8833883,False
paraphrase-multilingual-mpnet-base-v2,4207,Payment options inquiry for subscription plans,3,2743,2743,Payment Choices,0.88113236,False
paraphrase-multilingual-mpnet-base-v2,4223,ClickUp Excel integration compatibility issues,1,4223,4223,Problem with ClickUp Excel Integration Compatibility,0.8078476,True
paraphrase-multilingual-mpnet-base-v2,4223,ClickUp Excel integration compatibility issues,2,2347,2347,Support for Integrating ClickUp with Microsoft Office 365,0.7113838,False
paraphrase-multilingual-mpnet-base-v2,4223,ClickUp Excel integration compatibility issues,3,9703,9703,Update Assistance Required,0.64310265,False
paraphrase-multilingual-mpnet-base-v2,4351,SaaS application unanticipated crashes causing downtime,1,4351,4351,Unanticipated System Crashes in SaaS Application Resulting in Downtime,0.92111444,True
paraphrase-multilingual-mpnet-base-v2,4351,SaaS application unanticipated crashes causing downtime,2,887,887,Problem with SaaS Platform,0.8177407,False
paraphrase-multilingual-mpnet-base-v2,4351,SaaS application unanticipated crashes causing downtime,3,5684,5684,SaaS Application Experienced Unforeseen Crash,0.79110074,False
paraphrase-multilingual-mpnet-base-v2,4414,Investment strategies using data analytics inquiry,1,716,716,Insights into Investment Strategies Through Data Analytics,0.9347092,False
paraphrase-multilingual-mpnet-base-v2,4414,Investment strategies using data analytics inquiry,2,10881,10881,Inquiry About Data Analytics Solutions for Investment Strategies Optimization,0.8909596,False
paraphrase-multilingual-mpnet-base-v2,4414,Investment strategies using data analytics inquiry,3,8229,8229,Enhancing Investment Techniques,0.8901396,False
paraphrase-multilingual-mpnet-base-v2,4521,Digital campaigns halted due to Firebase integration issue,1,4521,4521,Campaign Problem,0.88825,True
paraphrase-multilingual-mpnet-base-v2,4521,Digital campaigns halted due to Firebase integration issue,2,2575,2575,Problem with Campaign,0.8509574,False
paraphrase-multilingual-mpnet-base-v2,4521,Digital campaigns halted due to Firebase integration issue,3,6290,6290,Digital campaigns halted unexpectedly due to potential compatibility problems,0.7947805,False
paraphrase-multilingual-mpnet-base-v2,4814,Headset billing options request,1,4814,4814,Options for Headset Billing,0.8930773,True
paraphrase-multilingual-mpnet-base-v2,4814,Headset billing options request,2,10513,10513,Available Billing Options Inquiry,0.6014552,False
paraphrase-multilingual-mpnet-base-v2,4814,Headset billing options request,3,1089,1089,Available Billing Options,0.5832129,False
paraphrase-multilingual-mpnet-base-v2,4919,Recurring software disruptions during peak traffic,1,4919,4919,Recurring Disruptions in Software During Peak Traffic Times,0.8174021,True
paraphrase-multilingual-mpnet-base-v2,4919,Recurring software disruptions during peak traffic,2,3742,3742,Report on Frequent Application Crashes During Peak Usage,0.800614,False
paraphrase-multilingual-mpnet-base-v2,4919,Recurring software disruptions during peak traffic,3,10549,10549,Support Application,0.7653375,False
paraphrase-multilingual-mpnet-base-v2,4924,Software integration failure after updates,1,5149,5149,Report on Software Integration Problems Today,0.85972846,False
paraphrase-multilingual-mpnet-base-v2,4924,Software integration failure after updates,2,185,185,Issue with Software Integration,0.83208597,False
paraphrase-multilingual-mpnet-base-v2,4924,Software integration failure after updates,3,8526,8526,Project Management Software Fails During Integration,0.8111721,False
paraphrase-multilingual-mpnet-base-v2,5046,Unanticipated service interruptions in data analytics tools,1,3304,3304,Unforeseen Service Interruptions Noted,0.8360215,False
paraphrase-multilingual-mpnet-base-v2,5046,Unanticipated service interruptions in data analytics tools,2,5046,5046,Unanticipated Service Interruptions Noted,0.83519673,True
paraphrase-multilingual-mpnet-base-v2,5046,Unanticipated service interruptions in data analytics tools,3,5190,5190,Unplanned Service Interruption Impacting Analytics Functions,0.8161139,False
paraphrase-multilingual-mpnet-base-v2,5282,Smartsheet sync issues after software updates,1,5282,5282,Support for Smartsheet,0.8143358,True
paraphrase-multilingual-mpnet-base-v2,5282,Smartsheet sync issues after software updates,2,8456,8456,Trouble with Integration Smartsheet,0.8076898,False
paraphrase-multilingual-mpnet-base-v2,5282,Smartsheet sync issues after software updates,3,7233,7233,Problem with Integration Smartsheet,0.80584264,False
paraphrase-multilingual-mpnet-base-v2,5361,Workstation encryption failure possibly from software incompatibility,1,5361,5361,Encryption failure on workstation possibly due to software incompatibility,0.8631481,True
paraphrase-multilingual-mpnet-base-v2,5361,Workstation encryption failure possibly from software incompatibility,2,2222,2222,Data encryption problem on workstation might be related to new software installation,0.7860565,False
paraphrase-multilingual-mpnet-base-v2,5361,Workstation encryption failure possibly from software incompatibility,3,8475,8475,Encryption failure occurred unexpectedly,0.77097535,False
paraphrase-multilingual-mpnet-base-v2,5810,Malware detected on Kodak scanner due to outdated macOS,1,5810,5810,Problem with Malware Detected on Kodak Scanner,0.8331273,True
paraphrase-multilingual-mpnet-base-v2,5810,Malware detected on Kodak scanner due to outdated macOS,2,6293,6293,Security Incident in Medical Systems,0.59156805,False
paraphrase-multilingual-mpnet-base-v2,5810,Malware detected on Kodak scanner due to outdated macOS,3,327,327,Support Security Concern,0.56934905,False
paraphrase-multilingual-mpnet-base-v2,5985,Data analytics tools failing to generate reports,1,9348,9348,Problem with Data Report Generation,0.8066602,False
paraphrase-multilingual-mpnet-base-v2,5985,Data analytics tools failing to generate reports,2,39,39,Concerns with Data Analytics,0.760607,False
paraphrase-multilingual-mpnet-base-v2,5985,Data analytics tools failing to generate reports,3,3731,3731,Report Generation Issue,0.74646807,False
paraphrase-multilingual-mpnet-base-v2,6170,Urgent healthcare system security breach exposing medical data,1,3369,3369,Security Breach in Medical Data Systems Identified,0.88489044,False
paraphrase-multilingual-mpnet-base-v2,6170,Urgent healthcare system security breach exposing medical data,2,2060,2060,Hospital Systems Security Breach Reported,0.8843607,False
paraphrase-multilingual-mpnet-base-v2,6170,Urgent healthcare system security breach exposing medical data,3,8688,8688,Security Incident Alert,0.88099825,False
paraphrase-multilingual-mpnet-base-v2,6275,Git sync failure in Azure from incompatible Node.js version,1,6275,6275,Issue with Git Sync in Azure,0.87956905,True
paraphrase-multilingual-mpnet-base-v2,6275,Git sync failure in Azure from incompatible Node.js version,2,3197,3197,Issue with GitHub Synchronization,0.71098626,False
paraphrase-multilingual-mpnet-base-v2,6275,Git sync failure in Azure from incompatible Node.js version,3,8690,8690,Found Issue with Synchronization Across Several Platforms,0.6912216,False
paraphrase-multilingual-mpnet-base-v2,6409,Frequent crashes of investment optimization tool during analysis,1,6409,6409,Frequent Crashes of the Investment Optimization Tool,0.84634054,True
paraphrase-multilingual-mpnet-base-v2,6409,Frequent crashes of investment optimization tool during analysis,2,3375,3375,Issue with Software Crash in Investment Optimization,0.8259906,False
paraphrase-multilingual-mpnet-base-v2,6409,Frequent crashes of investment optimization tool during analysis,3,3622,3622,Problem with Investment Optimization,0.81558037,False
paraphrase-multilingual-mpnet-base-v2,6435,Unable to access recent project updates due to server glitch,1,6435,6435,Problem with Project Updates,0.8812168,True
paraphrase-multilingual-mpnet-base-v2,6435,Unable to access recent project updates due to server glitch,2,4007,4007,Software Glitch Affecting Project Updates,0.73712337,False
paraphrase-multilingual-mpnet-base-v2,6435,Unable to access recent project updates due to server glitch,3,7214,7214,Problem with the Update of Project Timelines,0.7197573,False
paraphrase-multilingual-mpnet-base-v2,6447,Unexpected drop in digital marketing campaign engagement,1,6447,6447,Sudden Drop in Digital Marketing Campaign Engagement,0.92405385,True
paraphrase-multilingual-mpnet-base-v2,6447,Unexpected drop in digital marketing campaign engagement,2,886,886,Problem with Digital Campaigns,0.87576604,False
paraphrase-multilingual-mpnet-base-v2,6447,Unexpected drop in digital marketing campaign engagement,3,9722,9722,Concerns About Decreased Engagement in Digital Marketing Campaigns,0.869401,False
paraphrase-multilingual-mpnet-base-v2,6452,Project data vanished possibly from sync issues,1,8770,8770,Project Data Vanished During Synchronization Today,0.8739686,False
paraphrase-multilingual-mpnet-base-v2,6452,Project data vanished possibly from sync issues,2,10530,10530,Problem with Project Data Vanishing Today,0.85479623,False
paraphrase-multilingual-mpnet-base-v2,6452,Project data vanished possibly from sync issues,3,7381,7381,Problem with Project Data Suddenly Vanishing Today,0.8521133,False
paraphrase-multilingual-mpnet-base-v2,6749,Application crashing during peak usage hours,1,6749,6749,Problem with Application Crashing During Peak Usage,0.8970908,True
paraphrase-multilingual-mpnet-base-v2,6749,Application crashing during peak usage hours,2,152,152,Support Needed for Application Crashes,0.8682487,False
paraphrase-multilingual-mpnet-base-v2,6749,Application crashing during peak usage hours,3,3742,3742,Report on Frequent Application Crashes During Peak Usage,0.8620633,False
paraphrase-multilingual-mpnet-base-v2,6982,Frequent system crashes possibly from resource overload,1,3466,3466,Multiple Crashes Caused by System Overload,0.83433926,False
paraphrase-multilingual-mpnet-base-v2,6982,Frequent system crashes possibly from resource overload,2,6365,6365,Issues with Software Crashes Amid System Overload,0.8041692,False
paraphrase-multilingual-mpnet-base-v2,6982,Frequent system crashes possibly from resource overload,3,2806,2806,SaaS Platform Experienced a Crash,0.79742146,False
paraphrase-multilingual-mpnet-base-v2,7017,Project management software system requirements inquiry,1,10858,10858,Project Management SaaS System Requirements,0.8426892,False
paraphrase-multilingual-mpnet-base-v2,7017,Project management software system requirements inquiry,2,40,40,Inquiry on System Requirements for Project Management SaaS,0.8390581,False
paraphrase-multilingual-mpnet-base-v2,7017,Project management software system requirements inquiry,3,10021,10021,Technical Requirements for Project Management SaaS,0.83664715,False
paraphrase-multilingual-mpnet-base-v2,7227,Medical data access denied possibly from malware,1,5786,5786,Detected Unauthorized Access to Medical Data. Possible Vulnerabilities Due to Software Misconfiguration or Network Security Settings. Conducted Preliminary Security Audit and Updated Antivirus Software.,0.7976282,False
paraphrase-multilingual-mpnet-base-v2,7227,Medical data access denied possibly from malware,2,8034,8034,Unapproved Access to Medical Data Systems,0.79754424,False
paraphrase-multilingual-mpnet-base-v2,7227,Medical data access denied possibly from malware,3,4818,4818,Notify about Unapproved Access,0.7946252,False
paraphrase-multilingual-mpnet-base-v2,7352,Request for UI update to improve navigation experience,1,1426,1426,Enhancement,0.8108977,False
paraphrase-multilingual-mpnet-base-v2,7352,Request for UI update to improve navigation experience,2,1928,1928,Enhance User Interface for Improved Navigation and User Experience,0.806959,False
paraphrase-multilingual-mpnet-base-v2,7352,Request for UI update to improve navigation experience,3,5713,5713,Enhance User Interface,0.8063101,False
paraphrase-multilingual-mpnet-base-v2,7419,Digital campaign underperformance from inconsistent tracking,1,8390,8390,Severe Underperformance of Digital Campaigns,0.8551559,False
paraphrase-multilingual-mpnet-base-v2,7419,Digital campaign underperformance from inconsistent tracking,2,9422,9422,Subpar Performance of Digital Campaigns,0.8513488,False
paraphrase-multilingual-mpnet-base-v2,7419,Digital campaign underperformance from inconsistent tracking,3,1242,1242,Report on Campaign Anomalies,0.84607744,False
paraphrase-multilingual-mpnet-base-v2,7584,Medical data security services details request,1,7317,7317,Enhancing Security Measures for Medical Data Systems,0.91892135,False
paraphrase-multilingual-mpnet-base-v2,7584,Medical data security services details request,2,7821,7821,Data Protection Security,0.9124836,False
paraphrase-multilingual-mpnet-base-v2,7584,Medical data security services details request,3,4029,4029,Security Data Protection,0.91197896,False
paraphrase-multilingual-mpnet-base-v2,7745,Elasticsearch periodic failures after update on Mac Mini,1,7745,7745,Elasticsearch Update Resulting in Periodic Failures,0.8909588,True
paraphrase-multilingual-mpnet-base-v2,7745,Elasticsearch periodic failures after update on Mac Mini,2,2273,2273,Elasticsearch Update Resulting in Sporadic Failures,0.880648,False
paraphrase-multilingual-mpnet-base-v2,7745,Elasticsearch periodic failures after update on Mac Mini,3,9555,9555,Elasticsearch Update Leading to Frequent Malfunctioning,0.830947,False
paraphrase-multilingual-mpnet-base-v2,7766,Medical data encryption failure on iMac,1,1487,1487,Failed Medical Data Encryption,0.8051212,False
paraphrase-multilingual-mpnet-base-v2,7766,Medical data encryption failure on iMac,2,7766,7766,Concern Regarding Medical Data Encryption on iMac,0.8047192,True
paraphrase-multilingual-mpnet-base-v2,7766,Medical data encryption failure on iMac,3,5573,5573,Medical concern,0.8039753,False
paraphrase-multilingual-mpnet-base-v2,7942,Decline in digital campaign engagement despite adjustments,1,6571,6571,Sudden Decline in Digital Campaign Engagement,0.9299462,False
paraphrase-multilingual-mpnet-base-v2,7942,Decline in digital campaign engagement despite adjustments,2,10726,10726,Concerns Regarding Decreasing Engagement Rates in Digital Campaigns Due to Algorithm Changes and Ineffective Targeting,0.92196625,False
paraphrase-multilingual-mpnet-base-v2,7942,Decline in digital campaign engagement despite adjustments,3,5821,5821,Concerns Regarding Declining Engagement Rates in Digital Campaigns Due to Algorithm Changes and Ineffective Targeting,0.91392684,False
paraphrase-multilingual-mpnet-base-v2,7993,Connectivity issues with SaaS project management tool,1,10614,10614,Problem with Connectivity of SaaS Project Management Tools,0.90707594,False
paraphrase-multilingual-mpnet-base-v2,7993,Connectivity issues with SaaS project management tool,2,2164,2164,Concerns Regarding Project Management SaaS Solution,0.8766525,False
paraphrase-multilingual-mpnet-base-v2,7993,Connectivity issues with SaaS project management tool,3,9384,9384,Problem with project management SaaS platform,0.86778015,False
